Manufacturing Engineering	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Master of Science	Master’s	University of California, Los Angeles	Offline		1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg	476	11442-22884	https://grad.ucla.edu/programs/school-of-engineering-and-applied-science/mechanical-aerospace-engineering-department/manufacturing-engineering/	A one to two year graduate program designed for students with a degree in engineering. Manufacturing engineering is a research-intensive program that allows students to specialize in an area of their choosing. Students will receive advanced training and be prepared to conduct Ph.D. level research or launch careers in manufacturing and closely related fields.	Fall (9/28); Winter (1/4); Spring (3/24) 		General Engineering, Engineers	December 1
Engineering-Manufacturing and Design	"University of California, Los Angeles"	Henry Samueli School of Engineering and Applied Science	Master of Science	Master’s	University of California, Los Angeles.	Online	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCLA+Logo+Blue+Text+on+White+Resized.jpg	476	11442-22884	https://grad.ucla.edu/graduate-program-requirements/program-requirements-for-engineering-schoolwide-programs-engineering-ms-in-engineering-manufacturing-and-design-online-2-2/	A one to two year graduate program designed for students with a degree in engineering or individuals who are currently working in the engineering field. This online program allows working professionals more flexibility with their graduate education. In order to ensure that students’ success in the program, the engineering online department will assign each student an advisor to oversee his/her/their work. Students will receive advanced training and be prepared to conduct Ph.D. level research or pursue career advancement opportunities in manufacturing design and closely related fields.	Fall (9/28); Winter (1/4); Spring (3/24) 		General Engineering, Engineers	
Astronautical Engineering	University of Southern California	The Viterbi School of Engineering	Graduate Certificate	Certificate	University of Southern California	Online	12	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2005	24060	https://viterbigradadmission.usc.edu/programs/masters/msprograms/astronautical-engineering/grad-cert-astronautical-engineering/	This online, post-graduate certificate program is designed for practicing engineers and research scientists interested in working in space-related fields. The online astronautical engineering program at USC provides a flexible study option for engineers and scientists, allowing students to select their area of specialization from a broad range of astronautical engineering topics. Examples of course options include spacecraft system and design, liquid rocket propulsion, orbital mechanics, solar system navigation, spacecraft power systems. Upon completion, students will be prepared for career advancement opportunities in astronautical engineering fields. 	Spring semester – starts in early January Summer session – starts in May Fall semester – starts in mid-late August		Space, Aerospace, Astronautical Engineering, Aerospace Engineering, Engineers	For Spring Enrollment, Applications are due August 31 for scholarship consideration and the final deadline is September 15. For Fall Enrollment, Deadline is December 15 for scholarship consideration and January 15 for final consideration. 
Aviation Safety and Security	University of Southern California	The Viterbi School of Engineering	Certificate	Certificate	University of Southern California	Offline		1 month-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2564		https://bitc9mpg22c3a6t45n7p0v2t-wpengine.netdna-ssl.com/wp-content/uploads/2019/04/US-2255-Aviation_19-20_FINAL.pdf	This certificate program is designed for aviation and aerospace students interested in pursuing a full-time career or specializing in aviation safety and security. Aviation safety and security at USC is a multidisciplinary program that provides students with practical training in areas including aviation safety management and accident investigation. Upon completion, students will be prepared to enter a field in the aviation safety field. In order to accommodate working professionals, students have a total of seven years to complete this program. 	8/19; 1/6 		Aviation, Engineers, Management	
System Safety	University of Southern California	The Viterbi School of Engineering	Certificate	Certificate	University of Southern California	Offline		1 month-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2564		https://bitc9mpg22c3a6t45n7p0v2t-wpengine.netdna-ssl.com/wp-content/uploads/2019/04/US-2255-Aviation_19-20_FINAL.pdf	This certificate program is designed for aviation and aerospace students interested in pursuing a full-time career as engineers or project managers in high-tech fields. Students will develop a deep understanding of system planning, software safety design principles, and methods of dealing with human error. In order to accommodate working professionals, students have a total of seven years to complete this program. 	8/19; 1/6 		General Engineering, Aviation, Engineers, Management	
Aerospace Engineering	University of Southern California	The Viterbi School of Engineering	Master of Science	Master’s	University of Southern California	Offline	27	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2139	57760	https://viterbigradadmission.usc.edu/programs/masters/msprograms/aerospace-mechanical-engineering/ms-aerospace-engineering/	A two year graduate program designed for students with a degree in aerospace engineering or a closely related field. Aerospace engineering at USC is designed to give students advanced training in broad concepts while allowing students to specialize in an area of their choosing. Specializations include propulsion, computational fluid dynamics, aerospace design, aerodynamics, aerostructures, and more. Upon graduation, students will be prepared to conduct Ph.D. level research or launch careers in aerospace and aeronautics.	Fall (8/24); Spring (1/11); Summery (5/19)		Aerospace Engineering, Engineers	For Spring Enrollment, Applications are due August 31 for scholarship consideration and the final deadline is September 15. For Fall Enrollment, Deadline is December 15 for scholarship consideration and January 15 for final consideration. 
Mechanical Engineering	University of Southern California	The Viterbi School of Engineering	Master of Science	Master’s	University of Southern California	Offline	27	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2139	57760	https://viterbigradadmission.usc.edu/programs/masters/msprograms/aerospace-mechanical-engineering/ms-mechanical-engineering/	A one to two year graduate program designed for students with a degree in mechanical or aerospace engineering. Mechanical engineering at USC is a research-intensive program that provides students with a balance of technical concepts and practical experience. Students will receive advanced training in a specialized field of their choosing. The four concentrations offered at USC are thermal and fluid sciences; engineering design; mechanics and materials; and advanced manufacturing. Upon completion, students will be prepared to conduct Ph.D. level research or launch careers in aeronautics, aerospace, energy, semiconductor, petrochemical, automotive or other similar fields.	Fall (8/24); Spring (1/11); Summery (5/19)		mechanical engineering, engineers	For Spring Enrollment, Applications are due August 31 for scholarship consideration and the final deadline is September 15. For Fall Enrollment, Deadline is December 15 for scholarship consideration and January 15 for final consideration. 
Aerospace Engineering/Engineering Management	University of Southern California	The Viterbi School of Engineering	Master of Science	Master’s	University of Southern California	Offline	48	2-3 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2564	123072	https://viterbigradadmission.usc.edu/programs/masters/msprograms/aerospace-mechanical-engineering/dual-degree-ms-aerospace-ms-engineering-mgmt/	The USC Department of Aerospace and Mechanical Engineering, in conjunction with the Daniel J. Epstein Department of Industrial and Systems Engineering, preside over this rigorous, research-based, dual degree program designed for engineers with degrees in aerospace engineering, mechanical engineering and closely related fields. This program prepares students for technical management roles. Upon graduation, students will be prepared for career advancement opportunities in the aerospace engineering field. 	Fall (8/24); Spring (1/11); Summery (5/19)		aerospace, engineers, management	For Spring Enrollment, Applications are due August 31 for scholarship consideration and the final deadline is September 15. For Fall Enrollment, Deadline is December 15 for scholarship consideration and January 15 for final consideration. 
Mechanical Engineering/Engineering Management	University of Southern California	The Viterbi School of Engineering	Master of Science	Master’s	University of Southern California	Offline	48	2-3 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2564	123072	https://viterbigradadmission.usc.edu/programs/masters/msprograms/aerospace-mechanical-engineering/dual-degree-ms-mechanical-ms-engineering-mgmt/	The USC Department of Aerospace and Mechanical Engineering, in conjunction with the Daniel J. Epstein Department of Industrial and Systems Engineering, preside over this rigorous, research-based, dual degree program designed for engineers with degrees in aerospace engineering, mechanical engineering and closely related fields. This program prepares students for technical management roles. Upon graduation, students will be prepared for career advancement opportunities in a general engineering field. 	Fall (8/24); Spring (1/11); Summery (5/19)		Mechanical Engineering, Engineering, Management	For Spring Enrollment, Applications are due August 31 for scholarship consideration and the final deadline is September 15. For Fall Enrollment, Deadline is December 15 for scholarship consideration and January 15 for final consideration. 
Astronautical Engineering	University of Southern California	The Viterbi School of Engineering	Certificate	Certificate	University of Southern California	Offline	12	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2139	24900	https://viterbigradadmission.usc.edu/programs/masters/msprograms/astronautical-engineering/ms-astronautical-engineering/	A one to two year graduate program for students with degrees in astronautical, mechanical, or electrical engineering. This program is also relevant to students interested in pursuing astronaut training. Astronautical engineering at USC is designed to give students advanced training in broad concepts while allowing students to specialize in an area of their choosing. This degree has a special focus on spacecraft engineering. Upon graduation, students will be prepared to conduct Ph.D. level research or launch careers in aerospace, astronautical, and aeronautical engineering. 	Fall (8/24); Spring (1/11); Summery (5/19)		Space, Aerospace, Astronautical Engineering, Engineers	
Manufacturing Engineering	University of Southern California	The Viterbi School of Engineering	Master of Science	Master’s	University of Southern California	Offline	30	2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/USC+Logo+Resized.png	2564	76920	https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-manufacturing-engineering/	A two year multidisciplinary, graduate program designed for students with engineering degrees. Manufacturing engineering at USC combines research, technical concepts, and practical training to prepare students for high-level engineering roles in the manufacturing industry. This program emphasizes the latest technological innovations in manufacturing. 	Fall (8/24); Spring (1/11); Summery (5/19)		Manufacturing, Engineers	For Spring Enrollment, Applications are due August 31 for scholarship consideration and the final deadline is September 15. For Fall Enrollment, Deadline is December 15 for scholarship consideration and January 15 for final consideration. 
Design Model Making and Rapid Prototyping	Irvine Valley College		Certificate	Certificate	Irvine Valley College	Offline	24	2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/IVC+160PX+RESIZED.jpg	46	1104	http://academics.ivc.edu/idea/dmp/Pages/program.aspx	This occupational certificate program is designed for working professionals interested in careers in product design. Design Model Making and Rapid Prototyping at Irvine Valley College introduces students to concepts such as rapid visualization and 3D computer design while providing opportunities for practical training.	Fall (8/19); Spring (1/13)		Engineering Design, Engineers, Technicians	Rolling
Airframe and Powerplant	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	17	80 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	8156.5	http://www.orangecoastcollege.edu/academics/divisions/technology/airframe_and_powerplant_technology/Pages/default.aspx	This certificate is designed for students just starting out in the aviation industry. Airframe and Powerplant at Orange Coast College can also be taken as a preparation course for the Federal Aviation Administration (FAA) Airframe and Powerplant licensing exam.	Fall (8/23); Spring (1/27). 		Aviation, Technician	
Helicopter Theory and Maintenance	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	7	1 semester	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	322	http://www.orangecoastcollege.edu/academics/CourseCatalog/Catalog%20Archive/Course%20Catalog%202018-2019.pdf?#page=177	This program is designed for students interested in working with helicopters. Helicopter theory and maintenance at Orange Coast College provides students with the practical skills and confidence necessary to repair and upkeep various common types of helicopters. In addition, students are taught foundational knowledge of helicopter technology, construction, and the industry as a whole to prepare them to meet Federal Aviation Administration standards for helicopter operation and safety. 	Fall (8/23)		Aviation, Helicopters, Technicians, Pilots	
Advanced I Welding Specialization: Shielded Metal Arc Welding (SMAW)	Orange Coast College	Technology Department	Certificate	Certificate	Orange Coast College	Offline	8	80 Weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	6778.5	http://www.orangecoastcollege.edu/academics/divisions/technology/welding_technology/Pages/default.aspx/	This certificate of specialization applies to first-level advanced welding in SMAW Levels VII, VIII, and IX. Orange Coast College’s welding programs are designed to help students advance their careers and upgrade their skills. 	Fall (8/23); Spring (1/27) 		Welding, Technicians	
Advanced I Welding Specialization: Flux-Cored Arc Welding (FCAW)	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	8	80 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	6778.5	http://www.orangecoastcollege.edu/academics/divisions/technology/welding_technology/Pages/default.aspx/	This certificate of specialization applies to first-level advanced welding in FCAW Levels I, III, and IV. Orange Coast College’s welding programs are designed to help students advance their careers and upgrade their skills. 	Fall (8/23); Spring (1/27) 		Welding, Technicians	
Advanced II Welding Specialization: Flux-Cored Arc Welding (FCAW)	Orange Coast College	Technology Division	Certification	Certificate	Orange Coast College	Offline	8	80 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	6778.5	http://www.orangecoastcollege.edu/academics/divisions/technology/welding_technology/Pages/default.aspx/	This certificate of specialization applies to second-level advanced welding in FCAW Levels V, VI, VII, VIII, and IX. Orange Coast College’s welding programs are designed to help students advance their careers and upgrade their skills.	Fall (8/23); Spring (1/27) 		Welding, Technicians	
Gas Metal Arc Welding (GMAW) Specailization	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	8	80 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	6778.5	http://www.orangecoastcollege.edu/academics/divisions/technology/welding_technology/Pages/default.aspx/	This certificate of specialization applies to GMAW Levels I, III, III, IV, and V. Orange Coast College’s welding programs are designed to help students advance their careers and upgrade their skills. 	Fall (8/23); Spring (1/27) 		Welding, Technicians	
Gas Tungsten Arc Welding (GTAW) Specialization	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	7	80 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	322	http://www.orangecoastcollege.edu/academics/divisions/technology/welding_technology/Pages/default.aspx/	This certificate of specialization applies to GTAW Level I. Orange Coast College’s welding programs are designed to help students advance their careers and upgrade their skills.	Fall (8/23); Spring (1/27) 		Welding, Technicians	
Aviation Science	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	32	48 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	8000	http://www.orangecoastcollege.edu/academics/divisions/technology/aviation_pilot_training/Pages/certificate-of-achievement.aspx	This certificate is designed for current degree holders (regardless of major) interested in a career in commercial aviation. Aviation science at Orange Coast College is an academic-focused program that prepares students for the additional practical and instructional training for certificates and ratings required to become licensed commercial pilots. *All training is conducted in accordance with the Federal Aviation Regulation (FAR) Part 61 and Part 141.	Fall (8/23); Spring (1/27) 		Aviation, Operators, Pilots	
Machinist	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	22	32 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	1012	http://www.orangecoastcollege.edu/academics/divisions/technology/manufacturing_technology/Pages/default.aspx	This certificate is designed for students at the beginning of their machine technology education. The machinist certificate at Orange Coast College teaches students the fundamentals of the trade and prepares them for advanced certificates and entry-level positions as machine operators.	Fall (8/23); Spring (1/27) 		Machining and Tooling, Machinists	
CNC Machine Operator	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	31	48 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	1426	http://www.orangecoastcollege.edu/academics/divisions/technology/manufacturing_technology/Pages/default.aspx	This certificate is designed for students who have successfully completed the machinist certificate or who have professional experience as machine operators. The CNC machine operator certificate program at Orange Coast College provides practical training to students who are interested in upskilling and advancing their careers.	Fall (8/23); Spring (1/27) 		Machining and Tooling, CAD/CAM, Machinists	
CNC Machine Programmer	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	36	80 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	1656	http://www.orangecoastcollege.edu/academics/divisions/technology/manufacturing_technology/Pages/default.aspx	This certificate is designed for students who have successfully completed the machinist certificate, CNC machine operator certificate, or who have professional experience as machine operators. The CNC machine programmer certificate at Orange Coast College specifically builds on skills taught in the machine operator certificate and trains students to become CNC machine programmers.	Fall (8/23); Spring (1/27) 		Machining and Tooling, CAD/CAM, Machinists	
Tooling	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	42	62 weeks	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	1932	http://www.orangecoastcollege.edu/academics/divisions/technology/manufacturing_technology/Pages/default.aspx	This certificate is designed for students who have successfully completed the machinist certificate or who have professional experience as machine operators. Tooling at Orange Coast College prepares students for entry-level employment as tool makers, die makers, or mold makers. Training includes metallurgy, tool and cutter grinding, and welding.	Fall (8/23); Spring (1/27) 		Machining and Tooling, Machinists	
Professional Upgrade for CNC Operator	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	9		https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	414	http://www.orangecoastcollege.edu/academics/divisions/technology/manufacturing_technology/Pages/default.aspx	This certificate is designed for students who have successfully completed the machinist certificate or who have professional experience as machine operators. The CNC machine operator certificate program at Orange Coast College provides practical training to students who are interested in upskilling and advancing their careers.	Fall (8/23); Spring (1/27) 		Machining and Tooling, CAD/CAM, Machinists	
Professional Upgrade for CNC Programmer	Orange Coast College	Technology Division	Certificate	Certificate	Orange Coast College	Offline	12		https://cluster-data-sources.s3-us-west-1.amazonaws.com/Orange+Coast+College+Logo+White+Background+Resized.jpg	46	552	http://www.orangecoastcollege.edu/academics/divisions/technology/manufacturing_technology/Pages/default.aspx	This certificate is designed for students who have successfully completed the machinist certificate, CNC machine operator certificate, or who have professional experience as machine operators. The CNC machine programmer certificate at Orange Coast College specifically builds on skills taught in the machine operator certificate and trains students to become CNC machine programmers. 	Fall (8/23); Spring (1/27) 		Machining and Tooling, CAD/CAM, Machinists	
Advanced Manufacturing	Saddleback College	Technology Division	Certificate	Certificate	Saddleback College	Offline	36	2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/saddleback+college+logo+reszied.png	46	1656	http://catalog.saddleback.edu/preview_program.php?catoid=3&poid=994&returnto=352	This certificate is designed for individuals who have professional experience in the manufacturing industry. Advanced manufacturing at Saddleback College emphasizes model making using additive and subtractive manufacturing. This program prepares students for career advancement opportunities in fields such as automation, aerospace, and defense.	Fall (8/19); Spring (1/13)		additive manufacturing, machinists, engineers	
Mechanical Engineering	California State University Fullerton	College of Engineering and Computer Science	Master of Science	Master’s	California State University, Fullerton	Offline	30	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+State+Fullerton+Stacked+Logo.jpg	396	11880	https://catalog.fullerton.edu/preview_program.php?catoid=17&poid=8221&hl=mechanical&returnto=search	A one to two year graduate program for students who have already obtained their degree in mechanical engineering, aerospace engineering, or a similar field. Mechanical engineering at Cal State Fullerton focuses on skills and training applicable to professional engineering careers in private industry and government. 	Fall (8/19); Spring (1/16)		Mechanical Engineering, Engineers	Fall 2019 : open Cal State Apply deadline: July 1 Documents deadline: July 14  Spring 2020: opens August 1 Cal State Apply deadline: November 4 Documents deadline: November 18
Environmental Engineering	California State University Fullerton	College of Engineering and Computer Science	Master of Science	Master’s	California State University, Fullerton	Online		2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Cal+State+Fullerton+Stacked+Logo.jpg	396		http://www.fullerton.edu/ecs/env/	A two year online, graduate degree program designed for students with a professional or academic background in engineering, environmental science, or a closely related field. Delivered through Cal State Fullerton’s online graduate degree program, environmental engineering applies advanced practical information and technical knowledge to today’s most pressing environmental challenges to prepare students for careers as sustainability-minded engineers or environmental engineering consultants. 	Fall (8/19); Spring (1/16)		general engineering, sustainability, engineers	Fall 2019 : open Cal State Apply deadline: July 1 Documents deadline: July 14  Spring 2020: opens August 1 Cal State Apply deadline: November 4 Documents deadline: November 18
Mechanical and Aerospace Engineering	"University of California, Irvine"	The Department of Mechanical and Aerospace Engineering	Master of Science	Master’s	University of California, Irvine	Offline	21	2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCI+Primary+Logo+Resized.jpg	396	22884	https://grad.uci.edu/academics/degree-programs/academic-masters/MechanicalAerospaceEngineeringMS.php	A two year graduate program designed for students with degrees in mechanical engineering or aerospace engineering. Mechanical and aerospace engineering at UC Irvine is an interdisciplinary program that combines research with practical training to prepare students for careers as aerospace, astronautical, or aeronautical engineers. Upon graduation, students will also be prepared to conduct Ph.D. level research.	Fall (8/19); Spring (1/16)		mechanical engineering, aerospace engineering, engineers	January 15th, 2020
Mechanical and Aerospace Engineering	"University of California, Irvine"	Department of Mechanical and Aerospace Engineering	Ph.D.	Doctorate	University of California, Irvine	Offline	12	5 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCI+Primary+Logo+Resized.jpg	396	57210	http://engineering.uci.edu/dept/mae/graduate	A rigorous, research-based program designed for students with postgraduate degrees in mechanical or aerospace engineering. In this program, students will conduct original, independent research under the guidance of an advisor that will culminate in a dissertation. This program prepares students for high-level careers as research scientists or as aerospace, energy, semiconductor, and other types of industrial engineers.	Fall (8/19); Spring (1/16)		mechanical engineering, aerospace engineering, engineers	January 15th, 2020
Materials Science and Engineering	"University of California, Riverside"	Materials Science and Engineering	Master of Science	Master’s	University of California, Riverside	Offline	36	1-2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCR+Updated+Logo+Resized.jpg	396	13494	http://engineering.uci.edu/dept/mae/graduate	A one to two year graduate program designed for students with degrees in materials science or engineering. Materials science and engineering at UC Riverside is an interdisciplinary program that combines research with practical training to prepare students for careers in high-level research or industrial engineering. Throughout the program, students work towards a thesis or prepare for a comprehensive exam. Upon graduation, students will also be prepared to conduct Ph.D. level research.	Fall (8/19); Spring (1/16)		materials science, general engineering, engineers	
Materials Science and Engineering	"University of California, Riverside"	Materials Science and Engineering	Ph.D.	Doctorate	University of California, Riverside	Offline	36	3 to 4 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCR+Updated+Logo+Resized.jpg	396	53976	https://www.mse.ucr.edu/academics/graduate-phd#preliminary_examination	A rigorous, research-based program designed for students with postgraduate degrees in materials science or engineering. In this program, students will conduct original, independent research under the guidance of an advisor that will culminate in a dissertation. This program prepares students for high-level careers as research scientists or as aerospace, energy, semiconductor, and other types of industrial engineers.	Fall (8/28); Winter (1/6); Spring (3/30) 		materials science, engineering, engineers	Fall Fellowship (1/5); Winter (9/1); Spring  (12 1
Mechanical Engineering	"University of California, Riverside"	Department of Mechanical Engineering	Master of Science	Master’s	University of California, Riverside	Offline	36	2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCR+Updated+Logo+Resized.jpg	396	26988	https://www.me.ucr.edu/academics/msdegree	A two year graduate program designed for students with degrees in mechanical or aerospace engineering. Mechanical engineering at UC Riverside combines research with practical training to prepare students for careers as industrial engineers. Throughout the program, students work towards a thesis or prepare for a comprehensive exam. Upon graduation, students will also be prepared to conduct Ph.D. level research. 	Fall (8/28); Winter (1/6); Spring (3/30) 		mechanical engineering, engineers	Fall Fellowship (1/5); Winter (9/1); Spring  (12 1
Mechanical Engineering	"University of California, Riverside"	Department of Mechanical Engineering	Ph.D.	Doctorate	University of California, Riverside	Offline	66	5 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/UCR+Updated+Logo+Resized.jpg	396	67470	https://www.me.ucr.edu/academics/phdprogram#normative_time	A rigorous, research-based program designed for students with postgraduate degrees and/or a strong background in mechanical engineering or a closely related engineering field. In this program, students will conduct original, independent research under the guidance of an advisor that will culminate in a dissertation. This program prepares students for high-level carers as industrial engineers.	Fall (8/28); Winter (1/6); Spring (3/30) 		mechanical engineering, engineers	Fall Fellowship (1/5); Winter (9/1); Spring  (12 1
Avionics Technology	San Bernardino Valley College		Certificate	Certificate	San Bernardino Valley College	Offline	52	20 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/San+Bernardino+Valley+College+Logo+Resized.png	46	2438	https://www.valleycollege.edu/academic-career-programs/degrees-certificates/aeronautics/avionics-tech-cert.php	This certificate is designed for anyone interested in a career in electronics technology as it applies to avionics. Avionics technology at San Bernardino Valley College prepares students for transfer to a four-year institution or an entry level careers in avionics. Focused on providing a strong foundation in electronics technology, this program combines concepts in avionics with practical training. 	Fall (8/17); Spring (1/19)		avionics, engineers	Rolling
Powerplant Maintence Technician	San Bernardino Valley College		Certificate	Certificate	San Bernardino Valley College	Offline	36	14 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/San+Bernardino+Valley+College+Logo+Resized.png	46	1697	https://www.valleycollege.edu/academic-career-programs/degrees-certificates/aeronautics/	This certificate is designed for students just starting out in the aviation industry. Powerplant maintenance at San Bernardino Valley College is a combined classroom and lab program that prepares students for the Federal Aviation Administration (FAA) Powerplant licensing exam.	Fall (8/17); Spring (1/19)		aviation, technicians	Rolling
CNC: CAD/CAM	San Bernardino Valley College		Certificate	Certificate	San Bernardino Valley College	Offline	43	13 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/San+Bernardino+Valley+College+Logo+Resized.png	46	1605	https://www.valleycollege.edu/academic-career-programs/degrees-certificates/machinist-technology/computer-numerical-control-as-cert.php	This certificate prepares designed for students just starting out as production machinists and working professionals who are interested in upskilling or a refresher course. CNC: CAD/CAM at San Bernardino College combines machining concepts (ex. machine shop theory) with practical learning (ex. set-up and operation of CNC machines) to prepare students for careers as machine operators.	Fall (8/17); Spring (1/19)		machining and tooling, cad/cam, machinists	Rolling
Industrial Automation	San Bernardino Valley College	Applied Technology, Transportation & Culinary Arts	Certificate	Certificate	San Bernardino Valley College	Offline	29		https://cluster-data-sources.s3-us-west-1.amazonaws.com/San+Bernardino+Valley+College+Logo+Resized.png	46	1334	https://www.valleycollege.edu/academic-career-programs/degrees-certificates/electricity-electronics/	This certificate program is designed for students just starting out in the industrial sector and working professionals who are interested in upskilling. Industrial automation at San Bernardino Valley College focuses on current and future automation tech as it applies to the manufacturing plants, smart warehouses, and advanced distribution and handling centers. This program combines broad automation concepts (ex. supply chain technology) with practical learning (ex. Controlling industrial electricity) to prepare students for careers as industrial automation specialists. 	Fall (8/17); Spring (1/19)		automation, technicians	Rolling
Green Technician	San Bernardino Valley College	Applied Technology, Transportation & Culinary Arts	Certificate	Certificate	San Bernardino Valley College	Offline	13	6 months	https://cluster-data-sources.s3-us-west-1.amazonaws.com/San+Bernardino+Valley+College+Logo+Resized.png	46	598	https://www.valleycollege.edu/academic-career-programs/degrees-certificates/electricity-electronics/	This certificate program is designed for students just starting out in the industrial sector and working professionals who are interested in upskilling or specializing in sustainability. The green technician certificate at San Bernardino Valley College prepares students for careers in sustainable manufacturing or helps working professionals implement sustainable practices in their current roles.	Fall (8/17); Spring (1/19)		sustainability, technicians	Rolling
Engineering Technology - CAD & Design Drafting	Glendale Community College		Certificate	Certificate	Glendale Community College	Offline	21	1 year	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Glendale+Community+College+Logo+Resized.png	46	966	https://www.glendale.edu/academics/degree-certificate-programs/certificate-programs/engineering-electro-mechanical-design	This certificate program is designed for students with some professional training who are interested in working as CAD designers, engineer drafters, or drafting technicians. Working professionals can also enroll in this program as a refresher course or to upskill. Engineering technology at Glendale Community College takes a practical approach to CAD and design drafting as a way to prepare students for careers that require 3D modeling utilizing various CAD software. 	Fall (8/31); Winter Intersession (1/4); Spring (2/22) 		CAD/CAM, Manufacturing, Machinists, Engineers	Rolling
Engineering: Mechanical, Aerospace, and Manufacturing	Glendale Community College		Certificate	Certificate	Glendale Community College	Offline	61	2 years	https://cluster-data-sources.s3-us-west-1.amazonaws.com/Glendale+Community+College+Logo+Resized.png	46	2806	https://www.glendale.edu/academics/degree-certificate-programs/certificate-programs-gainful-employment/engineering-mechanical-aerospace-and-manufacturing-nd	This certificate is designed for students starting out in the industrial sector or working professionals interested in upskilling. Students interested in transferring to a four-year aerospace or mechanical engineering program can also enroll in this program. Mechanical, aerospace, and manufacturing at Glendale Community College teaches foundational concepts (ex. multivariable and vector calculus) and fundamental skills (ex. computer aided design SOLIDWORKS I).	Fall (8/31); Winter Intersession (1/4); Spring (2/22) 		aerospace engineering, mechanical engineering, manufacturing, general engineering, engineers	Rolling
